TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Potential_Fraud,Cluster
350.94,20.0,64.0,1.0,221.56,Debit,Colorado Springs,ATM,Student,False,1
301.85,54.0,25.000000000000004,1.0,6586.19,Debit,Columbus,Online,Engineer,False,0
29.34,65.0,30.0,1.0,3944.82,Debit,Louisville,Online,Retired,False,2
231.71,27.0,148.0,1.0,1127.98,Debit,Raleigh,Branch,Student,False,1
179.43,58.0,244.0,1.0,2626.63,Debit,Oklahoma City,ATM,Retired,True,2
36.71,48.0,55.0,1.0,6459.38,Debit,Jacksonville,Branch,Doctor,False,0
138.12,53.0,281.0,1.0,1649.69,Credit,Los Angeles,Branch,Doctor,False,0
233.24,33.0,72.0,1.0,6939.23,Debit,Louisville,ATM,Engineer,False,0
609.14,39.0,177.0,1.0,9033.87,Debit,Tucson,ATM,Engineer,False,0
436.64,31.0,111.0,1.0,14365.18,Debit,Los Angeles,Branch,Doctor,False,0
870.43,29.0,55.0,1.0,10115.18,Debit,Los Angeles,Branch,Doctor,False,0
354.4,74.0,128.0,1.0,7358.65,Debit,Chicago,ATM,Retired,False,2
22.63,53.0,112.0,1.0,4438.03,Debit,Kansas City,Online,Engineer,False,0
182.19,26.0,53.00000000000001,1.0,1176.1,Debit,Mesa,Branch,Student,False,1
126.81,26.0,290.0,1.0,5427.98,Debit,Philadelphia,Branch,Engineer,False,0
288.17,37.0,50.00000000000001,1.0,3653.11,Debit,Virginia Beach,Online,Engineer,False,0
118.77,55.0,123.0,1.0,2104.82,Debit,Atlanta,Branch,Engineer,False,0
651.82,21.0,166.0,1.0,1802.77,Debit,Indianapolis,ATM,Student,False,1
66.65,37.0,33.0,1.0,3559.96,Debit,Detroit,ATM,Engineer,False,0
98.53,69.0,166.0,1.0,3564.8,Debit,Denver,Branch,Retired,False,2
138.95,71.0,30.0,1.0,6752.92,Debit,Washington,Online,Retired,False,2
33.89,26.0,177.0,1.0,1444.75,Debit,Nashville,Branch,Student,False,1
23.71,58.0,164.0,1.0,10788.89,Debit,Atlanta,Branch,Doctor,False,0
1830.0,55.0,238.0,1.0,2235.7,Debit,San Antonio,Online,Engineer,False,0
26.06,65.0,283.0,1.0,12893.63,Debit,San Diego,ATM,Doctor,False,0
17.07,27.0,44.0,1.0,2798.15,Debit,Los Angeles,Branch,Engineer,False,0
703.89,46.0,61.99999999999999,1.0,3583.67,Debit,San Antonio,Online,Engineer,False,0
1271.9,47.0,155.0,1.0,2120.8,Debit,Houston,ATM,Engineer,False,0
26.55,77.0,228.0,1.0,3085.38,Debit,Houston,ATM,Retired,False,2
147.4,42.0,259.0,1.0,6797.71,Debit,San Jose,Branch,Engineer,False,0
202.11,27.0,18.0,1.0,746.47,Debit,Memphis,ATM,Student,False,1
308.42,75.0,39.0,1.0,5427.81,Debit,Nashville,Branch,Retired,False,2
11.18,53.0,144.0,1.0,7467.300000000001,Debit,Miami,ATM,Engineer,False,0
294.15,38.0,136.0,1.0,6362.16,Debit,Fresno,Online,Engineer,True,0
29.58,54.0,121.0,1.0,8345.26,Debit,Colorado Springs,Branch,Engineer,False,0
139.45,27.0,30.999999999999996,1.0,1305.76,Debit,Boston,Online,Student,False,1
432.63,29.0,137.0,1.0,13648.36,Debit,Colorado Springs,ATM,Doctor,False,0
131.43,43.0,65.0,1.0,1337.5,Debit,Charlotte,Online,Doctor,False,0
516.72,42.0,128.0,1.0,2015.6900000000003,Debit,Mesa,ATM,Engineer,False,0
121.82000000000001,69.0,123.0,3.0,8354.54,Debit,Colorado Springs,Online,Doctor,False,0
374.5,26.0,178.0,1.0,1671.51,Credit,San Francisco,Branch,Student,False,1
166.13,68.0,227.0,1.0,11822.53,Debit,Omaha,ATM,Doctor,False,0
626.9,23.0,146.0,1.0,587.1099999999999,Debit,Chicago,ATM,Student,False,1
466.85,56.0,165.0,1.0,5422.53,Debit,Austin,Branch,Retired,False,2
788.84,58.0,231.0,1.0,1913.73,Debit,Phoenix,Online,Retired,False,2
873.65,37.0,59.00000000000001,1.0,12139.83,Credit,Oklahoma City,Online,Doctor,True,0
525.28,69.0,134.0,1.0,4693.6,Debit,Colorado Springs,ATM,Retired,False,2
110.17,30.0,137.0,1.0,464.2,Debit,Raleigh,ATM,Engineer,False,0
632.69,80.0,75.99999999999999,1.0,4363.74,Debit,Denver,ATM,Retired,False,2
124.35,72.0,90.0,1.0,3319.76,Debit,Oklahoma City,ATM,Retired,True,2
43.85,62.0,122.0,1.0,4356.98,Debit,Fresno,ATM,Retired,True,2
283.81,28.0,29.000000000000004,1.0,1519.35,Debit,San Diego,Branch,Student,False,1
168.53,71.0,112.0,1.0,5962.58,Debit,San Francisco,ATM,Retired,False,2
218.59,40.0,123.0,1.0,6699.23,Credit,Denver,Branch,Engineer,False,0
132.84,21.0,143.0,1.0,822.73,Debit,Oklahoma City,ATM,Student,True,1
157.37,42.0,289.0,1.0,13964.31,Credit,Dallas,Branch,Doctor,False,0
144.77,20.0,159.0,1.0,867.3199999999999,Debit,Albuquerque,Online,Student,False,1
643.22,64.0,93.0,1.0,1035.86,Debit,Atlanta,ATM,Doctor,False,0
1392.54,41.0,297.0,1.0,13347.69,Debit,El Paso,Branch,Doctor,False,0
208.07,32.0,36.0,1.0,8478.9,Debit,Oklahoma City,Online,Doctor,True,0
94.3,57.0,57.0,1.0,11088.95,Debit,Phoenix,Branch,Doctor,False,0
295.5,59.0,36.0,1.0,6280.66,Debit,Mesa,ATM,Retired,False,2
30.229999999999997,44.0,99.0,1.0,481.13,Debit,Austin,ATM,Doctor,False,0
112.05,26.0,159.0,1.0,1122.88,Credit,Phoenix,ATM,Student,False,1
180.24,58.0,144.0,1.0,8431.23,Debit,Phoenix,Branch,Engineer,False,0
13.71,38.0,148.0,1.0,8342.79,Credit,Denver,Online,Engineer,False,0
96.54,58.0,95.0,1.0,7182.22,Debit,New York,Branch,Retired,False,2
79.35,67.0,70.0,1.0,1692.15,Debit,Los Angeles,Online,Retired,False,2
101.04,27.0,160.0,1.0,1695.57,Debit,San Antonio,ATM,Student,False,1
74.42,49.0,68.00000000000001,1.0,6264.21,Debit,El Paso,Online,Engineer,False,0
39.66,52.0,169.0,1.0,8497.34,Debit,Virginia Beach,Branch,Engineer,False,0
99.36,40.0,45.99999999999999,1.0,1272.12,Debit,Seattle,ATM,Doctor,False,0
123.85,56.0,244.0,1.0,3959.62,Debit,Las Vegas,Online,Engineer,False,0
426.93,19.0,247.99999999999997,1.0,476.18999999999994,Debit,Omaha,ATM,Student,False,1
133.73,25.0,123.0,1.0,1872.2200000000003,Credit,San Jose,Online,Student,False,1
222.39,49.0,73.0,1.0,3117.39,Debit,Virginia Beach,Online,Engineer,False,0
215.94,22.0,140.0,1.0,1841.69,Credit,Virginia Beach,Online,Student,False,1
6.3,80.0,283.0,5.0,7697.680000000001,Debit,Columbus,Branch,Retired,False,2
826.23,29.0,209.0,1.0,7580.590000000001,Debit,Colorado Springs,ATM,Doctor,False,0
416.37,35.0,67.0,1.0,7936.91,Debit,Columbus,Online,Engineer,False,0
131.46,67.0,258.0,1.0,6642.33,Debit,Charlotte,Branch,Retired,False,2
202.86,61.0,149.0,1.0,7642.250000000001,Credit,Memphis,Branch,Doctor,False,0
268.39,26.0,171.0,1.0,136.74,Debit,Miami,ATM,Student,False,1
194.85,23.0,130.0,4.0,319.84,Debit,Jacksonville,Online,Student,False,1
137.35,40.0,220.0,1.0,12662.66,Credit,Sacramento,Online,Doctor,False,0
712.75,44.0,25.000000000000004,1.0,8126.0599999999995,Debit,Philadelphia,Branch,Doctor,False,0
353.82,42.0,143.0,1.0,705.7499999999999,Debit,Milwaukee,ATM,Doctor,False,0
507.25000000000006,73.0,143.0,1.0,5331.57,Debit,Washington,Branch,Retired,False,2
212.74,27.0,128.0,1.0,7645.469999999999,Debit,Seattle,Branch,Engineer,False,0
364.42,51.0,146.0,1.0,8119.73,Debit,Colorado Springs,ATM,Engineer,False,0
195.12,46.0,144.0,1.0,6101.15,Debit,Louisville,ATM,Doctor,False,0
230.61,80.0,204.0,1.0,2561.42,Debit,Raleigh,Branch,Retired,False,2
739.28,58.0,47.0,1.0,11905.64,Credit,Tucson,Branch,Doctor,False,0
390.35,64.0,61.00000000000001,1.0,7095.88,Credit,Omaha,ATM,Doctor,False,0
242.03000000000003,58.0,123.99999999999999,1.0,4382.73,Debit,Dallas,Online,Engineer,False,0
242.39000000000001,18.0,271.0,1.0,1328.73,Credit,San Antonio,ATM,Student,False,1
135.03,23.0,180.0,1.0,1278.0,Debit,San Francisco,ATM,Student,False,1
83.5,61.0,91.0,5.0,1749.79,Debit,Dallas,Branch,Retired,False,2
193.54,80.0,267.0,1.0,2929.51,Debit,Oklahoma City,Branch,Retired,True,2
617.36,29.0,61.00000000000001,1.0,8926.38,Debit,Kansas City,Branch,Engineer,False,0
775.23,59.0,37.99999999999999,1.0,5977.59,Credit,Albuquerque,Online,Doctor,False,0
266.57,72.0,100.00000000000001,1.0,7676.92,Debit,El Paso,ATM,Retired,False,2
153.4,45.0,144.0,1.0,4657.7,Debit,Mesa,ATM,Engineer,False,0
946.94,53.0,251.0,1.0,5579.11,Debit,Charlotte,Branch,Retired,False,2
5.12,34.0,90.0,1.0,3293.01,Debit,New York,Branch,Engineer,False,0
119.11,57.0,131.0,1.0,7998.25,Debit,Detroit,ATM,Engineer,False,0
1096.7,24.0,147.0,1.0,1093.89,Debit,Colorado Springs,Online,Student,False,1
119.72,30.0,123.0,1.0,3435.34,Debit,Tucson,Branch,Engineer,False,0
107.4,58.0,32.0,1.0,344.07,Debit,Virginia Beach,Online,Doctor,False,0
115.92,53.0,57.0,1.0,3897.17,Debit,Raleigh,ATM,Retired,False,2
438.04,67.0,247.0,1.0,5358.95,Debit,Philadelphia,ATM,Retired,False,2
677.29,27.0,287.0,1.0,627.79,Debit,Houston,Online,Engineer,False,0
296.0,35.0,247.99999999999997,1.0,7418.82,Debit,Las Vegas,Branch,Doctor,False,0
299.09,36.0,84.00000000000001,1.0,5615.26,Credit,Boston,Branch,Engineer,False,0
461.52,24.0,44.0,1.0,1995.1799999999998,Credit,Denver,Branch,Student,False,1
100.52,50.0,110.0,1.0,453.39,Debit,Las Vegas,ATM,Engineer,False,0
85.35,66.0,166.0,1.0,2173.76,Debit,Washington,ATM,Retired,False,2
79.76,39.0,170.0,1.0,6452.14,Debit,Raleigh,Branch,Engineer,False,0
778.49,75.0,107.0,1.0,7713.67,Credit,Omaha,Online,Retired,False,2
386.38,42.0,135.0,1.0,5528.36,Debit,Phoenix,Online,Engineer,False,0
165.25,35.0,106.0,1.0,9939.94,Debit,Sacramento,Online,Doctor,False,0
14.29,34.0,150.0,1.0,7016.99,Debit,Los Angeles,ATM,Engineer,False,0
232.79,55.0,145.0,1.0,2661.3,Credit,Indianapolis,Branch,Retired,False,2
1237.56,60.0,159.0,1.0,9410.17,Credit,Austin,Branch,Engineer,False,0
92.29,54.0,115.0,1.0,2026.3199999999997,Debit,Albuquerque,Branch,Engineer,False,0
293.97,68.0,153.0,1.0,7371.85,Debit,Phoenix,Branch,Retired,False,2
136.32,19.0,113.0,1.0,264.83,Debit,Miami,Online,Student,False,1
251.06,36.0,34.0,1.0,10001.66,Debit,Colorado Springs,Online,Doctor,False,0
50.17,77.0,35.0,1.0,7752.140000000001,Credit,Sacramento,ATM,Retired,False,2
21.4,34.0,258.0,1.0,9594.11,Debit,Fresno,Branch,Engineer,True,0
73.28,21.0,21.000000000000004,1.0,1329.41,Debit,Boston,Branch,Student,False,1
70.23,38.0,260.0,1.0,11624.93,Debit,Memphis,ATM,Doctor,False,0
689.29,22.0,100.00000000000001,1.0,168.84,Debit,El Paso,ATM,Student,False,1
745.03,28.0,231.0,1.0,160.57,Debit,Fort Worth,Online,Student,False,1
54.61,58.0,160.0,1.0,7135.64,Debit,Milwaukee,ATM,Engineer,False,0
54.05,27.0,146.0,1.0,469.13999999999993,Debit,Louisville,Branch,Student,False,1
107.47,67.0,144.0,1.0,7517.499999999999,Debit,Austin,Online,Retired,False,2
611.11,20.0,282.0,4.0,919.84,Debit,Detroit,ATM,Student,False,1
219.63,48.0,44.0,1.0,8013.63,Debit,Charlotte,ATM,Doctor,False,0
188.7,54.0,123.0,1.0,5077.06,Debit,New York,Branch,Retired,False,2
93.52,51.0,97.0,1.0,2791.2,Debit,Philadelphia,Online,Engineer,False,0
275.92,62.0,107.0,1.0,1777.38,Credit,Nashville,Branch,Retired,False,2
376.79,68.0,265.0,1.0,7749.14,Debit,Milwaukee,Branch,Retired,False,2
8.98,66.0,56.0,1.0,4516.76,Debit,Detroit,Online,Retired,False,2
697.32,68.0,91.0,1.0,2016.0200000000002,Debit,Atlanta,Online,Retired,False,2
17.45,18.0,88.0,1.0,1959.52,Debit,Omaha,ATM,Student,False,1
302.16,80.0,138.0,5.0,3876.61,Debit,Kansas City,Online,Retired,False,2
442.74,23.0,136.0,1.0,1790.27,Debit,San Diego,Branch,Student,False,1
623.9,27.0,249.0,1.0,711.4699999999999,Debit,San Jose,ATM,Student,False,1
445.41,35.0,235.0,3.0,12154.66,Debit,Fresno,ATM,Doctor,True,0
63.41,26.0,36.0,1.0,1546.22,Debit,Fort Worth,ATM,Student,False,1
346.85,44.0,88.0,1.0,7208.15,Debit,Kansas City,ATM,Doctor,False,0
71.95,59.0,53.00000000000001,1.0,9267.32,Credit,Omaha,Online,Engineer,False,0
7.5,63.0,36.0,1.0,6485.78,Debit,Dallas,Online,Retired,False,2
206.46,65.0,279.0,1.0,3984.38,Debit,Virginia Beach,ATM,Retired,False,2
423.11,60.0,47.0,1.0,412.78,Debit,Columbus,ATM,Engineer,False,0
35.84,54.0,172.0,1.0,4795.65,Credit,Colorado Springs,Online,Retired,False,2
88.6,28.0,105.0,1.0,246.57,Credit,Raleigh,Branch,Student,False,1
1431.3,18.0,168.00000000000003,1.0,1058.13,Debit,Oklahoma City,ATM,Student,True,1
53.81,55.0,37.0,2.0,2564.62,Credit,Raleigh,ATM,Engineer,False,0
22.46,54.0,78.0,1.0,6631.5,Debit,New York,Online,Retired,False,2
334.89,21.0,260.0,1.0,1661.68,Debit,Fort Worth,Online,Student,False,1
319.27,54.0,59.00000000000001,1.0,5504.01,Credit,Omaha,Online,Retired,False,2
144.3,18.0,88.0,1.0,312.19,Debit,Oklahoma City,ATM,Student,True,1
348.7,69.0,149.0,1.0,2445.58,Credit,Fresno,Branch,Retired,True,2
366.21,62.0,181.0,1.0,10862.99,Debit,Oklahoma City,ATM,Doctor,True,0
99.11,55.0,12.0,1.0,5414.87,Debit,Philadelphia,Online,Retired,False,2
539.35,55.0,127.0,1.0,3919.4399999999996,Debit,Milwaukee,ATM,Retired,False,2
188.99,58.0,91.99999999999999,1.0,7315.34,Debit,Oklahoma City,Branch,Engineer,True,0
1416.69,46.0,58.00000000000001,1.0,3740.7300000000005,Debit,Nashville,ATM,Engineer,False,0
710.14,26.0,227.0,1.0,465.62999999999994,Debit,El Paso,ATM,Student,False,1
308.68,53.0,170.0,1.0,9992.36,Debit,Milwaukee,Online,Doctor,False,0
166.68,57.0,139.0,1.0,5141.19,Debit,Mesa,ATM,Retired,False,2
0.99,45.0,133.0,1.0,4317.85,Debit,Los Angeles,ATM,Engineer,False,0
505.18999999999994,30.0,128.0,5.0,5326.68,Debit,Kansas City,ATM,Doctor,False,0
66.58,23.0,79.0,1.0,1636.32,Debit,Raleigh,Branch,Student,False,1
223.43,77.0,178.0,1.0,7932.410000000001,Debit,Dallas,Branch,Retired,False,2
659.95,60.0,114.0,1.0,3927.6900000000005,Debit,Detroit,Online,Engineer,False,0
634.86,27.0,45.0,1.0,588.4999999999999,Debit,Chicago,ATM,Student,False,1
286.5,30.0,60.00000000000001,1.0,8517.95,Credit,Boston,Branch,Engineer,False,0
322.96,76.0,168.00000000000003,1.0,2401.59,Credit,Philadelphia,Branch,Retired,False,2
654.48,19.0,114.0,1.0,6776.41,Debit,Columbus,Branch,Student,False,1
157.97,48.0,140.0,1.0,5529.92,Debit,Philadelphia,Branch,Doctor,False,0
120.90000000000002,40.0,52.00000000000001,1.0,9009.42,Debit,Tucson,Branch,Doctor,False,0
254.77,57.0,57.0,1.0,5994.87,Debit,Denver,Branch,Engineer,False,0
795.96,65.0,119.0,1.0,5468.58,Debit,Raleigh,Online,Retired,False,2
149.25,39.0,142.0,1.0,5677.52,Debit,Omaha,ATM,Engineer,False,0
3.42,43.0,158.0,1.0,14180.21,Credit,San Antonio,Online,Doctor,False,0
68.19,40.0,189.0,1.0,9895.1,Credit,Fresno,Online,Doctor,True,0
493.4200000000001,39.0,111.0,1.0,2232.84,Debit,Baltimore,Branch,Engineer,False,0
37.57,57.0,42.00000000000001,1.0,7739.54,Debit,El Paso,ATM,Retired,False,2
127.00000000000001,19.0,68.00000000000001,5.0,431.16,Credit,Nashville,Branch,Student,False,1
96.89,59.0,53.00000000000001,1.0,6044.93,Debit,Sacramento,ATM,Retired,False,2
448.33,25.0,161.0,1.0,922.19,Debit,Atlanta,ATM,Student,False,1
1116.48,51.0,55.0,1.0,447.53,Debit,San Diego,ATM,Engineer,False,0
8.65,48.0,273.0,1.0,10778.35,Debit,Las Vegas,Online,Doctor,False,0
65.57,41.0,82.0,1.0,7513.79,Debit,Miami,Online,Engineer,False,0
539.81,46.0,177.0,1.0,2051.25,Debit,San Francisco,Online,Engineer,False,0
363.53,63.0,142.0,1.0,1038.91,Debit,Kansas City,ATM,Retired,False,2
64.9,51.0,72.0,1.0,6854.61,Credit,Detroit,Branch,Retired,False,2
358.18,18.0,157.0,1.0,619.86,Debit,Boston,ATM,Student,False,1
167.2,30.0,84.00000000000001,1.0,11320.83,Debit,San Antonio,Branch,Doctor,False,0
121.90999999999998,60.0,133.0,1.0,14510.8,Debit,Chicago,Branch,Doctor,False,0
137.57,54.0,70.0,1.0,5103.67,Debit,Louisville,Online,Engineer,False,0
534.62,55.0,45.0,1.0,13793.53,Debit,Oklahoma City,Online,Doctor,True,0
463.92,50.0,199.0,1.0,2403.39,Debit,Mesa,Online,Engineer,False,0
320.14,60.0,96.0,1.0,3075.97,Debit,Milwaukee,Online,Retired,False,2
214.93,28.0,52.00000000000001,1.0,7835.4,Debit,Albuquerque,Online,Student,False,1
660.02,20.0,84.00000000000001,1.0,414.43,Debit,Nashville,Branch,Student,False,1
345.81,40.0,135.0,1.0,6116.8,Debit,Raleigh,Branch,Engineer,False,0
143.54,71.0,80.0,1.0,6067.62,Debit,Philadelphia,ATM,Retired,False,2
42.55,53.0,29.000000000000004,1.0,7341.43,Debit,Seattle,Branch,Engineer,False,0
1063.25,21.0,128.0,1.0,1240.71,Credit,Omaha,Online,Student,False,1
541.79,22.0,125.0,1.0,1454.08,Debit,Mesa,ATM,Student,False,1
40.57,26.0,63.0,1.0,1476.91,Debit,Columbus,Branch,Student,False,1
120.24000000000001,18.0,131.0,2.0,1943.1300000000003,Debit,Milwaukee,Branch,Student,False,1
498.66999999999996,28.0,244.0,1.0,1719.97,Debit,Miami,Online,Student,False,1
227.22,53.0,220.0,1.0,832.82,Debit,El Paso,ATM,Doctor,False,0
1182.86,30.0,34.0,1.0,7696.16,Debit,Tucson,Online,Engineer,False,0
56.94,76.0,74.0,1.0,7004.63,Credit,Charlotte,Online,Retired,False,2
629.82,68.0,159.0,1.0,6385.69,Debit,Colorado Springs,ATM,Retired,False,2
59.44,35.0,176.0,1.0,5472.03,Debit,Chicago,Online,Engineer,False,0
186.69,30.0,53.99999999999999,1.0,8602.22,Debit,New York,Branch,Engineer,False,0
230.46,19.0,179.0,1.0,162.53,Debit,Mesa,Online,Student,False,1
65.09,44.0,159.0,1.0,9370.9,Credit,Seattle,Online,Engineer,False,0
457.09,55.0,63.0,1.0,8570.82,Credit,Nashville,Online,Engineer,False,0
552.02,44.0,100.00000000000001,1.0,522.08,Credit,Chicago,ATM,Engineer,False,0
377.12,34.0,61.00000000000001,1.0,836.6699999999998,Debit,Houston,ATM,Engineer,False,0
204.56,18.0,179.0,1.0,364.72,Credit,San Diego,Branch,Student,False,1
420.28,35.0,144.0,1.0,8557.32,Debit,Washington,Branch,Doctor,False,0
97.09,24.0,202.0,4.0,1579.57,Debit,Fort Worth,ATM,Student,False,1
124.59,27.0,171.0,1.0,129.29,Debit,Charlotte,Branch,Student,False,1
73.88,39.0,34.0,1.0,6474.41,Debit,Charlotte,Online,Doctor,False,0
77.43,21.0,169.0,1.0,1380.21,Debit,Raleigh,Online,Student,False,1
106.16,56.0,277.0,4.0,7487.790000000001,Debit,Phoenix,ATM,Doctor,False,0
245.93,54.0,172.0,1.0,7986.629999999999,Debit,Fresno,Branch,Engineer,True,0
622.41,64.0,125.0,1.0,7322.01,Debit,Indianapolis,ATM,Doctor,False,0
43.73,34.0,145.0,1.0,9929.43,Debit,Omaha,ATM,Doctor,False,0
1282.86,19.0,68.00000000000001,1.0,1830.98,Debit,Austin,Branch,Student,False,1
2.03,33.0,28.0,1.0,3012.31,Credit,Detroit,ATM,Engineer,False,0
770.65,31.0,137.0,1.0,7198.8,Debit,Jacksonville,Online,Doctor,False,0
260.31,63.0,113.0,1.0,10980.38,Debit,Austin,Branch,Doctor,False,0
356.1,26.0,187.0,1.0,868.35,Credit,Fort Worth,Branch,Student,False,1
27.07,80.0,39.0,1.0,3773.2899999999995,Credit,Virginia Beach,Branch,Retired,False,2
119.89,67.0,60.00000000000001,1.0,6697.77,Debit,Tucson,ATM,Doctor,False,0
106.39,37.0,281.0,1.0,9410.99,Debit,Virginia Beach,Online,Doctor,False,0
12.04,37.0,58.00000000000001,1.0,6213.32,Debit,Fort Worth,Online,Engineer,False,0
365.7,21.0,115.0,2.0,368.78,Debit,Houston,Branch,Student,False,1
29.38,28.0,63.0,1.0,1663.31,Credit,Baltimore,Branch,Student,False,1
319.85,60.0,148.0,1.0,711.6599999999999,Debit,Denver,ATM,Doctor,False,0
350.14,75.0,37.99999999999999,1.0,2403.25,Credit,Los Angeles,Online,Retired,False,2
163.94,52.0,73.0,1.0,5957.37,Credit,Virginia Beach,Branch,Retired,False,2
170.53,24.0,58.00000000000001,1.0,801.01,Debit,Oklahoma City,Branch,Student,True,1
262.22,40.0,136.0,1.0,5711.71,Credit,Baltimore,ATM,Engineer,False,0
41.49,24.0,13.0,1.0,928.33,Debit,Albuquerque,Online,Student,False,1
121.43,52.0,243.0,1.0,7365.28,Credit,Sacramento,Branch,Engineer,False,0
350.46,51.0,165.0,1.0,5839.38,Debit,Nashville,Branch,Retired,False,2
220.41,26.0,155.0,1.0,5116.98,Credit,El Paso,Online,Engineer,False,0
33.46,72.0,111.0,1.0,3641.07,Debit,Seattle,ATM,Retired,False,2
104.79,70.0,223.0,1.0,1352.19,Debit,Denver,ATM,Doctor,False,0
246.27000000000004,29.0,141.0,1.0,7299.86,Debit,Fresno,Online,Doctor,True,0
48.85,19.0,176.0,1.0,1503.56,Debit,Dallas,ATM,Student,False,1
332.0,69.0,17.0,1.0,5943.13,Debit,Charlotte,ATM,Retired,False,2
118.1,54.0,167.0,1.0,895.6599999999999,Debit,Memphis,Online,Engineer,False,0
84.59,67.0,10.0,1.0,5669.1,Credit,Las Vegas,Branch,Doctor,False,0
295.64,21.0,82.0,1.0,1061.96,Debit,Jacksonville,Online,Student,False,1
514.33,25.0,160.0,1.0,1592.94,Debit,Philadelphia,Branch,Student,False,1
992.1700000000001,43.0,169.0,1.0,6215.96,Debit,San Antonio,ATM,Doctor,False,0
94.59,39.0,34.0,1.0,6171.89,Debit,Washington,Online,Doctor,False,0
80.43,59.0,157.0,1.0,5987.67,Debit,Columbus,Branch,Retired,False,2
54.25,68.0,37.0,1.0,14783.33,Debit,Virginia Beach,Online,Doctor,False,0
178.88,76.0,93.0,4.0,4708.29,Credit,Dallas,Branch,Retired,False,2
518.85,22.0,82.0,1.0,1806.0,Debit,Kansas City,Online,Student,False,1
10.65,54.0,161.0,1.0,13240.72,Debit,Louisville,Online,Doctor,False,0
198.62,27.0,84.00000000000001,1.0,1196.07,Credit,Tucson,Branch,Student,False,1
107.03,27.0,73.0,1.0,1408.07,Debit,Miami,Branch,Student,False,1
139.57,19.0,263.0,3.0,271.78,Debit,Fort Worth,ATM,Student,False,1
312.47,49.0,148.0,4.0,9419.27,Debit,Milwaukee,ATM,Engineer,False,0
346.11,41.0,213.0,1.0,9551.64,Debit,Dallas,Branch,Engineer,False,0
138.06,44.0,159.0,1.0,1070.47,Debit,Charlotte,Branch,Engineer,False,0
158.02,49.0,120.0,1.0,9374.24,Debit,New York,ATM,Engineer,False,0
830.01,66.0,96.0,1.0,4253.18,Credit,Chicago,Online,Retired,False,2
435.5,55.0,112.0,1.0,6981.03,Debit,Oklahoma City,ATM,Retired,True,2
110.49,57.0,48.0,1.0,10483.93,Debit,Raleigh,Online,Doctor,False,0
329.4,34.0,68.00000000000001,1.0,9588.07,Debit,Denver,Online,Doctor,False,0
635.4,47.0,106.0,1.0,1238.11,Debit,Denver,ATM,Doctor,False,0
769.97,22.0,22.999999999999996,1.0,1244.93,Debit,San Diego,Branch,Student,False,1
175.07,26.0,169.0,1.0,1040.25,Debit,Colorado Springs,Branch,Student,False,1
7.31,78.0,282.0,1.0,5757.67,Debit,Las Vegas,Branch,Retired,False,2
175.15,27.0,32.0,1.0,1712.65,Debit,Detroit,ATM,Student,False,1
32.54,25.0,183.0,4.0,1544.88,Debit,Oklahoma City,Online,Student,True,1
121.82000000000001,60.0,119.0,1.0,13293.83,Debit,Dallas,Online,Doctor,False,0
56.12,30.0,102.0,1.0,8839.67,Debit,El Paso,ATM,Doctor,False,0
424.7,56.0,178.0,1.0,6239.89,Credit,Miami,Online,Retired,False,2
35.16,32.0,130.0,1.0,8459.18,Debit,Chicago,Branch,Engineer,False,0
35.73,65.0,87.0,1.0,9073.17,Debit,Miami,Branch,Doctor,False,0
3.44,78.0,107.99999999999999,1.0,7561.33,Debit,Fort Worth,ATM,Retired,False,2
1342.25,21.0,235.0,1.0,694.03,Credit,Fort Worth,Branch,Student,False,1
139.03,50.0,81.0,1.0,2276.57,Credit,Los Angeles,Online,Engineer,False,0
254.92,28.0,169.0,1.0,2791.12,Credit,San Antonio,ATM,Engineer,False,0
115.11,28.0,139.0,1.0,9808.97,Debit,Albuquerque,Online,Engineer,False,0
171.11,57.0,171.0,1.0,6324.09,Debit,San Francisco,ATM,Retired,False,2
168.54,70.0,142.0,2.0,13406.0,Debit,Oklahoma City,ATM,Doctor,True,0
420.76,51.0,75.99999999999999,1.0,6581.55,Debit,Miami,Branch,Retired,False,2
408.46,64.0,28.0,1.0,3140.79,Debit,Raleigh,Branch,Retired,False,2
1162.42,30.0,45.0,1.0,10357.26,Credit,Detroit,Online,Doctor,False,0
342.17,21.0,247.0,1.0,461.83,Credit,New York,Branch,Student,False,1
580.71,53.0,95.0,1.0,5670.0,Debit,Philadelphia,ATM,Engineer,False,0
821.54,79.0,36.0,1.0,4040.3199999999997,Credit,Atlanta,Branch,Retired,False,2
253.47,20.0,238.0,1.0,220.51,Debit,Atlanta,Branch,Student,False,1
22.81,62.0,75.0,1.0,3634.76,Debit,New York,Online,Retired,False,2
266.57,39.0,96.0,1.0,7180.48,Credit,Boston,Online,Engineer,False,0
374.61,75.0,37.0,1.0,1389.71,Credit,Mesa,Online,Retired,False,2
339.35,78.0,70.0,1.0,5002.7,Credit,Boston,ATM,Retired,False,2
810.36,20.0,67.0,1.0,9239.12,Debit,Columbus,ATM,Student,False,1
9.83,24.0,86.0,1.0,666.42,Debit,Memphis,ATM,Student,False,1
135.57,51.0,116.00000000000001,1.0,11351.64,Credit,Boston,Branch,Doctor,False,0
340.05,43.0,37.0,1.0,7234.15,Debit,Detroit,ATM,Engineer,False,0
